"date" "Q" "BF"
19790406 0.067 0.047
19790407 0.054 0.045
19790408 0.048 0.043
19790409 0.044 0.041
19790410 0.038 0.038
19790411 0.034 0.034
19790412 0.03 0.03
19790413 0.027 0.027
19790414 0.025 0.025
19790415 0.022 0.022
19790416 0.024 0.024
19790417 0.024 0.023
19790418 0.02 0.02
19790419 0.019 0.019
19790420 0.022 0.019
19790421 0.042 0.019
19790422 0.043 0.019
19790423 0.053 0.019
19790424 0.091 0.019
19790425 0.071 0.019
19790426 0.052 0.019
19790427 0.053 0.019
19790428 0.051 0.02
19790429 0.046 0.02
19790430 0.111 0.02
19790501 0.085 0.02
19790502 0.352 0.02
19790503 0.228 0.02
19790504 0.161 0.02
19790505 0.11 0.02
19790506 0.12 0.02
19790507 0.072 0.02
19790508 0.056 0.02
19790509 0.049 0.02
19790510 0.038 0.02
19790511 0.052 0.02
19790512 0.075 0.02
19790513 0.055 0.02
19790514 0.054 0.02
19790515 0.051 0.021
19790516 0.039 0.021
19790517 0.032 0.021
19790518 0.031 0.021
19790519 0.028 0.021
19790520 0.028 0.021
19790521 0.03 0.021
19790522 0.027 0.021
19790523 0.021 0.021
19790524 0.029 0.021
19790525 0.046 0.021
19790526 0.056 0.021
19790527 0.09 0.021
19790528 0.078 0.021
19790529 0.05 0.021
19790530 0.145 0.021
19790531 0.148 0.021
19790601 0.082 0.021
19790602 0.103 0.021
19790603 0.066 0.021
19790604 0.048 0.021
19790605 0.041 0.021
19790606 0.035 0.021
19790607 0.027 0.021
19790608 0.025 0.021
19790609 0.022 0.021
19790610 0.021 0.021
19790611 0.022 0.021
19790612 0.023 0.02
19790613 0.03 0.02
19790614 0.047 0.019
19790615 0.044 0.019
19790616 0.039 0.018
19790617 0.033 0.018
19790618 0.023 0.017
19790619 0.017 0.017
19790620 0.017 0.017
19790621 0.017 0.016
19790622 0.071 0.016
19790623 0.057 0.016
19790624 0.044 0.016
19790625 0.04 0.015
19790626 0.028 0.015
19790627 0.023 0.015
19790628 0.021 0.015
19790629 0.024 0.014
19790630 0.021 0.014
19790701 0.022 0.014
19790702 0.021 0.014
19790703 0.021 0.013
19790704 0.016 0.013
19790705 0.017 0.013
19790706 0.018 0.013
19790707 0.019 0.012
19790708 0.019 0.012
19790709 0.015 0.012
19790710 0.012 0.012
19790711 0.013 0.011
19790712 0.013 0.011
19790713 0.012 0.011
19790714 0.012 0.011
19790715 0.012 0.01
19790716 0.01 0.01
19790717 0.01 0.01
19790718 0.011 0.01
19790719 0.013 0.01
19790720 0.012 0.011
19790721 0.012 0.011
19790722 0.012 0.011
19790723 0.011 0.011
19790724 0.013 0.01
19790725 0.013 0.009
19790726 0.013 0.009
19790727 0.013 0.008
19790728 0.013 0.007
19790729 0.013 0.006
19790730 0.011 0.006
19790731 0.006 0.005
19790801 0.004 0.004
19790802 0.03 0.004
19790803 0.015 0.004
19790804 0.053 0.004
19790805 0.078 0.004
19790806 0.043 0.004
19790807 0.024 0.004
19790808 0.017 0.004
19790809 0.016 0.004
19790810 0.037 0.004
19790811 0.027 0.004
19790812 0.02 0.004
19790813 0.017 0.004
19790814 0.013 0.004
19790815 0.009 0.004
19790816 0.009 0.004
19790817 0.013 0.004
19790818 0.011 0.004
19790819 0.009 0.004
19790820 0.017 0.004
19790821 0.007 0.004
19790822 0.007 0.004
19790823 0.007 0.004
19790824 0.006 0.004
19790825 0.006 0.004
19790826 0.006 0.004
19790827 0.006 0.004
19790828 0.006 0.004
19790829 0.005 0.004
19790830 0.005 0.004
19790831 0.005 0.004
19790901 0.004 0.004
19790902 0.004 0.004
19790903 0.005 0.004
19790904 0.006 0.004
19790905 0.005 0.004
19790906 0.004 0.004
19790907 0.004 0.004
19790908 0.004 0.004
19790909 0.005 0.004
19790910 0.006 0.004
19790911 0.006 0.004
19790912 0.005 0.004
19790913 0.005 0.004
19790914 0.004 0.004
19790915 0.005 0.004
19790916 0.005 0.004
19790917 0.006 0.004
19790918 0.006 0.004
19790919 0.006 0.004
19790920 0.006 0.004
19790921 0.005 0.004
19790922 0.005 0.004
19790923 0.005 0.004
19790924 0.005 0.003
19790925 0.005 0.003
19790926 0.006 0.003
19790927 0.006 0.003
19790928 0.004 0.003
19790929 0.004 0.003
19790930 0.004 0.003
19791001 0.004 0.003
19791002 0.004 0.003
19791003 0.003 0.003
19791004 0.003 0.003
19791005 0.004 0.003
19791006 0.004 0.003
19791007 0.004 0.003
19791008 0.004 0.003
19791009 0.004 0.003
19791010 0.004 0.003
19791011 0.004 0.003
19791012 0.005 0.003
19791013 0.006 0.003
19791014 0.006 0.002
19791015 0.006 0.002
19791016 0.006 0.002
19791017 0.005 0.002
19791018 0.005 0.002
19791019 0.003 0.002
19791020 0.003 0.002
19791021 0.003 0.002
19791022 0.003 0.002
19791023 0.003 0.002
19791024 0.002 0.002
19791025 0.002 0.002
19791026 0.002 0.002
19791027 0.002 0.002
19791028 0.002 0.002
19791029 0.002 0.002
19791030 0.002 0.002
19791031 0.002 0.002
19791101 0.002 0.002
19791102 0.002 0.002
19791103 0.002 0.002
19791104 0.002 0.002
19791105 0.025 0.005
19791106 0.074 0.006
19791107 0.066 0.007
19791108 0.077 0.008
19791109 0.066 0.009
19791110 0.05 0.009
19791111 0.037 0.01
19791112 0.06 0.011
19791113 0.08 0.012
19791114 0.059 0.013
19791115 0.052 0.014
19791116 0.038 0.014
19791117 0.03 0.015
19791118 0.031 0.016
19791119 0.036 0.017
19791120 0.03 0.018
19791121 0.026 0.019
19791122 0.024 0.019
19791123 0.026 0.02
19791124 0.025 0.021
19791125 0.022 0.022
19791126 0.02 0.02
19791127 0.028 0.02
19791128 0.026 0.02
19791129 0.023 0.02
19791130 0.021 0.02
19791201 0.032 0.02
19791202 0.03 0.02
19791203 0.025 0.02
19791204 0.023 0.02
19791205 0.02 0.02
19791206 0.022 0.022
19791207 0.026 0.023
19791208 0.056 0.025
19791209 0.08 0.026
19791210 0.148 0.028
19791211 0.145 0.029
19791212 0.131 0.031
19791213 0.123 0.032
19791214 0.205 0.034
19791215 0.187 0.035
19791216 0.281 0.036
19791217 0.192 0.038
19791218 0.257 0.039
19791219 0.19 0.041
19791220 0.115 0.042
19791221 0.093 0.044
19791222 0.08 0.045
19791223 0.079 0.047
19791224 0.068 0.048
19791225 0.057 0.05
19791226 0.051 0.051
19791227 0.051 0.049
19791228 0.117 0.048
19791229 0.186 0.046
19791230 0.289 0.044
19791231 0.22 0.043
19800101 0.153 0.041
19800102 0.12 0.039
19800103 0.108 0.038
19800104 0.218 0.036
19800105 0.341 0.034
19800106 0.296 0.033
19800107 0.257 0.031
19800108 0.145 0.029
19800109 0.106 0.028
19800110 0.08 0.026
19800111 0.06 0.024
19800112 0.041 0.023
19800113 0.031 0.021
19800114 0.027 0.019
19800115 0.022 0.018
19800116 0.019 0.016
19800117 0.017 0.014
19800118 0.013 0.013
19800119 0.011 0.011
19800120 0.01 0.01
19800121 0.012 0.01
19800122 0.019 0.011
19800123 0.024 0.011
19800124 0.023 0.012
19800125 0.03 0.012
19800126 0.035 0.013
19800127 0.036 0.013
19800128 0.036 0.013
19800129 0.044 0.014
19800130 0.104 0.014
19800131 0.435 0.015
19800201 0.41 0.015
19800202 0.353 0.016
19800203 0.384 0.016
19800204 0.427 0.017
19800205 0.698 0.017
19800206 0.449 0.017
19800207 0.269 0.018
19800208 0.2 0.018
19800209 0.146 0.019
19800210 0.107 0.019
19800211 0.103 0.02
19800212 0.101 0.02
19800213 0.122 0.02
19800214 0.1 0.021
19800215 0.105 0.021
19800216 0.09 0.022
19800217 0.062 0.022
19800218 0.057 0.023
19800219 0.054 0.023
19800220 0.051 0.024
19800221 0.046 0.024
19800222 0.044 0.024
19800223 0.043 0.025
19800224 0.034 0.025
19800225 0.033 0.026
19800226 0.03 0.026
19800227 0.028 0.027
19800228 0.027 0.027
19800229 0.029 0.029
19800301 0.039 0.031
19800302 0.038 0.032
19800303 0.038 0.034
19800304 0.045 0.036
19800305 0.053 0.037
19800306 0.05 0.039
19800307 0.108 0.04
19800308 0.072 0.042
19800309 0.066 0.044
19800310 0.049 0.045
19800311 0.047 0.047
19800312 0.055 0.045
19800313 0.221 0.044
19800314 0.142 0.042
19800315 0.083 0.04
19800316 0.063 0.038
19800317 0.055 0.037
19800318 0.05 0.035
19800319 0.045 0.033
19800320 0.042 0.032
19800321 0.03 0.03
19800322 0.031 0.029
19800323 0.041 0.029
19800324 0.037 0.028
19800325 0.03 0.028
19800326 0.027 0.027
19800327 0.029 0.027
19800328 0.038 0.026
19800329 0.136 0.026
19800330 0.156 0.025
19800331 0.094 0.025
19800401 0.122 0.024
19800402 NA NA
19800403 0.233 0.023
19800404 0.15 0.023
19800405 0.096 0.022
19800406 0.072 0.022
19800407 0.06 0.022
19800408 0.078 0.021
19800409 0.078 0.021
19800410 0.06 0.02
19800411 0.047 0.02
19800412 0.042 0.019
19800413 0.033 0.019
19800414 0.026 0.018
19800415 0.022 0.018
19800416 0.019 0.017
19800417 0.017 0.017
19800418 0.017 0.017
19800419 0.019 0.016
19800420 0.051 0.016
19800421 0.046 0.015
19800422 0.032 0.015
19800423 0.025 0.014
19800424 0.023 0.014
19800425 0.024 0.013
19800426 0.03 0.013
19800427 0.031 0.013
19800428 0.021 0.012
19800429 0.021 0.012
19800430 0.026 0.011
19800501 0.019 0.011
19800502 0.015 0.01
19800503 0.012 0.01
19800504 0.01 0.01
19800505 0.009 0.009
19800506 0.008 0.008
19800507 0.008 0.008
19800508 0.008 0.008
19800509 0.007 0.007
19800510 0.006 0.006
19800511 0.005 0.005
19800512 0.005 0.005
19800513 0.004 0.004
19800514 0.003 0.003
19800515 0.003 0.003
19800516 0.003 0.003
19800517 0.003 0.003
19800518 0.003 0.003
19800519 0.003 0.003
19800520 0.003 0.002
19800521 0.002 0.002
19800522 0.002 0.002
19800523 0.002 0.002
19800524 0.002 0.002
19800525 0.002 0.002
19800526 0.002 0.002
19800527 0.002 0.002
19800528 0.002 0.002
19800529 0.006 0.002
19800530 0.007 0.002
19800531 0.005 0.002
19800601 0.004 0.002
19800602 0.003 0.002
19800603 0.003 0.002
19800604 0.002 0.002
19800605 0.002 0.002
19800606 0.002 0.002
19800607 0.002 0.002
19800608 0.002 0.002
19800609 0.002 0.001
19800610 0.002 0.001
19800611 0.002 0.001
19800612 0.002 0.001
19800613 0.001 0.001
19800614 0.001 0.001
19800615 0.001 0.001
19800616 0.002 0.001
19800617 0.002 0.001
19800618 0.003 0.001
19800619 0.003 0.002
19800620 0.003 0.002
19800621 0.003 0.002
19800622 0.004 0.002
19800623 0.003 0.002
19800624 0.002 0.002
19800625 0.003 0.003
19800626 0.003 0.003
19800627 0.003 0.003
19800628 0.003 0.003
19800629 0.003 0.003
19800630 0.003 0.003
19800701 0.006 0.006
19800702 0.035 0.007
19800703 0.045 0.008
19800704 0.025 0.008
19800705 0.019 0.009
19800706 0.013 0.01
19800707 0.011 0.01
19800708 0.011 0.011
19800709 0.036 0.011
19800710 0.227 0.011
19800711 0.339 0.011
19800712 0.171 0.011
19800713 0.202 0.011
19800714 0.29 0.011
19800715 0.242 0.011
19800716 0.113 0.011
19800717 0.087 0.011
19800718 0.069 0.011
19800719 0.079 0.011
19800720 0.239 0.011
19800721 0.746 0.011
19800722 0.269 0.011
19800723 0.135 0.011
19800724 0.081 0.011
19800725 0.059 0.011
19800726 0.049 0.011
19800727 0.042 0.011
19800728 0.037 0.011
19800729 0.035 0.011
19800730 0.03 0.011
19800731 0.029 0.011
19800801 0.028 0.011
19800802 0.025 0.011
19800803 0.025 0.011
19800804 0.02 0.011
19800805 0.015 0.011
19800806 0.013 0.011
19800807 0.012 0.011
19800808 0.012 0.011
19800809 0.011 0.011
19800810 0.012 0.011
19800811 0.012 0.01
19800812 0.013 0.01
19800813 0.033 0.01
19800814 0.014 0.009
19800815 0.013 0.009
19800816 0.013 0.009
19800817 0.013 0.008
19800818 0.013 0.008
19800819 0.013 0.007
19800820 0.01 0.007
19800821 0.01 0.007
19800822 0.008 0.006
19800823 0.008 0.006
19800824 0.01 0.006
19800825 0.011 0.005
19800826 0.008 0.005
19800827 0.005 0.005
19800828 0.005 0.004
19800829 0.004 0.004
19800830 0.006 0.004
19800831 0.021 0.004
19800901 0.011 0.004
19800902 0.009 0.004
19800903 0.007 0.005
19800904 0.007 0.005
19800905 0.006 0.005
19800906 0.006 0.005
19800907 0.005 0.005
19800908 0.005 0.005
19800909 0.014 0.005
19800910 0.01 0.005
19800911 0.011 0.005
19800912 0.011 0.005
19800913 0.01 0.005
19800914 0.012 0.005
19800915 0.019 0.005
19800916 0.016 0.005
19800917 0.016 0.006
19800918 0.016 0.006
19800919 0.012 0.006
19800920 0.01 0.006
19800921 0.009 0.006
19800922 0.008 0.006
19800923 0.007 0.006
19800924 0.007 0.006
19800925 0.007 0.006
19800926 0.006 0.006
19800927 0.006 0.006
19800928 0.006 0.006
19800929 0.006 0.006
19800930 0.006 0.006
19801001 0.006 0.005
19801002 0.006 0.005
19801003 0.006 0.005
19801004 0.006 0.005
19801005 0.006 0.005
19801006 0.005 0.005
19801007 0.013 0.005
19801008 0.014 0.005
19801009 0.012 0.006
19801010 0.019 0.006
19801011 0.017 0.006
19801012 0.013 0.006
19801013 0.01 0.006
19801014 0.009 0.006
19801015 0.008 0.007
19801016 0.009 0.007
19801017 0.012 0.007
19801018 0.011 0.007
19801019 0.009 0.007
19801020 0.012 0.007
19801021 0.013 0.008
19801022 0.013 0.008
19801023 0.018 0.008
19801024 0.023 0.008
19801025 0.019 0.008
19801026 0.014 0.008
19801027 0.015 0.009
19801028 0.016 0.009
19801029 0.038 0.009
19801030 0.031 0.009
19801031 0.023 0.009
19801101 0.018 0.009
19801102 0.014 0.01
19801103 0.011 0.01
19801104 0.01 0.01
19801105 0.01 0.01
19801106 0.01 0.01
19801107 0.011 0.011
19801108 0.021 0.017
19801109 0.026 0.02
19801110 0.029 0.022
19801111 0.062 0.025
19801112 0.111 0.027
19801113 0.071 0.03
19801114 0.06 0.032
19801115 0.18 0.035
19801116 0.282 0.037
19801117 0.165 0.039
19801118 0.14 0.042
19801119 0.124 0.044
19801120 0.133 0.047
19801121 0.091 0.049
19801122 0.073 0.052
19801123 0.179 0.054
19801124 0.121 0.057
19801125 0.102 0.059
19801126 0.078 0.062
19801127 0.064 0.064
19801128 0.119 0.063
19801129 0.116 0.062
19801130 0.088 0.062
19801201 0.065 0.061
19801202 0.068 0.06
19801203 0.066 0.059
19801204 0.065 0.058
19801205 0.095 0.057
19801206 0.284 0.056
19801207 0.121 0.056
19801208 0.07 0.055
19801209 0.054 0.054
19801210 0.05 0.05
19801211 0.137 0.055
19801212 0.162 0.06
19801213 0.12 0.064
19801214 0.104 0.069
19801215 0.16 0.074
19801216 0.166 0.079
19801217 0.118 0.084
19801218 0.383 0.089
19801219 0.197 0.094
19801220 0.138 0.098
19801221 0.144 0.103
19801222 0.108 0.108
19801223 0.138 0.108
19801224 0.119 0.107
19801225 0.151 0.107
19801226 0.148 0.107
19801227 0.154 0.106
19801228 0.12 0.106
19801229 0.19 0.106
19801230 0.134 0.105
19801231 0.105 0.105
19810101 0.176 0.105
19810102 0.364 0.104
19810103 0.744 0.104
19810104 0.397 0.104
19810105 0.242 0.104
19810106 0.177 0.104
19810107 0.129 0.103
19810108 0.103 0.103
19810109 0.26 0.102
19810110 0.567 0.102
19810111 0.198 0.101
19810112 0.125 0.101
19810113 0.1 0.1
19810114 0.26 0.098
19810115 NA NA
19810116 0.263 0.093
19810117 0.399 0.09
19810118 0.341 0.088
19810119 0.302 0.085
19810120 0.231 0.083
19810121 0.126 0.08
19810122 0.107 0.078
19810123 0.11 0.075
19810124 0.11 0.073
19810125 0.099 0.07
19810126 0.082 0.068
19810127 0.077 0.065
19810128 0.071 0.063
19810129 0.068 0.06
19810130 0.061 0.058
19810131 0.058 0.055
19810201 0.053 0.053
19810202 0.053 0.052
19810203 0.188 0.051
19810204 0.204 0.05
19810205 0.126 0.049
19810206 0.125 0.048
19810207 0.138 0.047
19810208 0.103 0.046
19810209 0.101 0.045
19810210 0.154 0.044
19810211 0.16 0.043
19810212 0.118 0.042
19810213 0.088 0.041
19810214 0.066 0.04
19810215 0.056 0.039
19810216 0.05 0.038
19810217 0.053 0.037
19810218 0.066 0.036
19810219 0.054 0.035
19810220 0.049 0.034
19810221 0.043 0.033
19810222 0.038 0.032
19810223 0.035 0.031
19810224 0.03 0.03
19810225 0.029 0.029
19810226 0.032 0.03
19810227 0.037 0.031
19810228 0.034 0.033
19810301 0.069 0.034
19810302 0.092 0.035
19810303 0.105 0.036
19810304 0.085 0.038
19810305 0.066 0.039
19810306 0.059 0.04
19810307 0.065 0.041
19810308 0.108 0.043
19810309 0.263 0.044
19810310 0.809 0.045
19810311 0.717 0.046
19810312 0.95 0.047
19810313 0.426 0.049
19810314 0.421 0.05
19810315 0.362 0.051
19810316 0.249 0.052
19810317 0.22 0.054
19810318 0.145 0.055
19810319 0.114 0.056
19810320 0.091 0.057
19810321 0.076 0.059
19810322 0.065 0.06
19810323 0.061 0.061
19810324 0.096 0.06
19810325 0.146 0.058
19810326 0.596 0.057
19810327 0.184 0.055
19810328 0.117 0.054
19810329 0.085 0.052
19810330 0.067 0.051
19810331 0.06 0.05
19810401 0.056 0.048
19810402 0.051 0.047
19810403 0.048 0.045
19810404 0.046 0.044
19810405 0.044 0.043
19810406 0.039 0.039
19810407 0.035 0.035
19810408 0.034 0.034
19810409 0.033 0.033
19810410 0.029 0.029
19810411 0.027 0.027
19810412 0.025 0.025
19810413 0.021 0.021
19810414 0.021 0.021
19810415 0.019 0.019
19810416 0.018 0.018
19810417 0.017 0.017
19810418 0.016 0.016
19810419 0.017 0.017
19810420 0.016 0.016
19810421 0.013 0.013
19810422 0.013 0.013
19810423 0.012 0.012
19810424 0.012 0.012
19810425 0.012 0.012
19810426 0.011 0.011
19810427 0.011 0.011
19810428 0.01 0.01
19810429 0.01 0.01
19810430 0.011 0.01
19810501 0.013 0.01
19810502 0.012 0.009
19810503 0.012 0.009
19810504 0.012 0.009
19810505 0.013 0.009
19810506 0.013 0.008
19810507 0.012 0.008
19810508 0.011 0.008
19810509 0.009 0.008
19810510 0.008 0.007
19810511 0.008 0.007
19810512 0.007 0.007
19810513 0.014 0.007
19810514 0.01 0.007
19810515 0.015 0.006
19810516 0.013 0.006
19810517 0.012 0.006
19810518 0.009 0.006
19810519 0.007 0.005
19810520 0.006 0.005
19810521 0.005 0.005
19810522 0.005 0.005
19810523 0.005 0.005
19810524 0.006 0.005
19810525 0.006 0.005
19810526 0.006 0.005
19810527 0.005 0.005
19810528 0.005 0.005
19810529 0.005 0.005
19810530 0.005 0.005
19810531 0.005 0.005
19810601 0.014 0.005
19810602 0.011 0.004
19810603 0.007 0.004
19810604 0.006 0.004
19810605 0.005 0.004
19810606 0.005 0.004
19810607 0.005 0.004
19810608 0.005 0.004
19810609 0.005 0.004
19810610 0.004 0.003
19810611 0.004 0.003
19810612 0.004 0.003
19810613 0.003 0.003
19810614 0.003 0.003
19810615 0.004 0.003
19810616 0.003 0.003
19810617 0.003 0.003
19810618 0.004 0.003
19810619 0.003 0.003
19810620 0.003 0.003
19810621 0.003 0.003
19810622 0.003 0.003
19810623 0.003 0.003
19810624 0.003 0.003
19810625 0.003 0.003
19810626 0.003 0.003
19810627 0.003 0.003
19810628 0.003 0.003
19810629 0.032 0.003
19810630 0.101 0.004
19810701 0.059 0.004
19810702 0.043 0.005
19810703 0.039 0.005
19810704 0.033 0.005
19810705 0.02 0.006
19810706 0.014 0.006
19810707 0.011 0.007
19810708 0.011 0.007
19810709 0.009 0.008
19810710 0.008 0.008
19810711 0.101 0.008
19810712 0.051 0.008
19810713 0.032 0.007
19810714 0.022 0.007
19810715 0.014 0.007
19810716 0.011 0.007
19810717 0.012 0.007
19810718 0.009 0.007
19810719 0.007 0.007
19810720 0.007 0.006
19810721 0.007 0.006
19810722 0.006 0.006
19810723 0.007 0.006
19810724 0.006 0.006
19810725 0.047 0.006
19810726 0.249 0.006
19810727 0.089 0.006
19810728 0.051 0.006
19810729 0.039 0.006
19810730 0.03 0.005
19810731 0.02 0.005
19810801 0.016 0.005
19810802 0.012 0.005
19810803 0.01 0.005
19810804 0.008 0.005
19810805 0.007 0.005
19810806 0.007 0.005
19810807 0.006 0.005
19810808 0.006 0.005
19810809 0.006 0.004
19810810 0.005 0.004
19810811 0.005 0.004
19810812 0.005 0.004
19810813 0.005 0.004
19810814 0.004 0.004
19810815 0.004 0.004
19810816 0.004 0.004
19810817 0.004 0.004
19810818 0.004 0.004
19810819 0.004 0.004
19810820 0.004 0.004
19810821 0.004 0.003
19810822 0.004 0.003
19810823 0.004 0.003
19810824 0.004 0.003
19810825 0.004 0.003
19810826 0.003 0.003
19810827 0.003 0.003
19810828 0.003 0.003
19810829 0.003 0.003
19810830 0.003 0.003
19810831 0.003 0.003
19810901 0.003 0.003
19810902 0.003 0.002
19810903 0.003 0.002
19810904 0.003 0.002
19810905 0.003 0.002
19810906 0.003 0.002
19810907 0.002 0.002
19810908 0.003 0.002
19810909 0.003 0.002
19810910 0.003 0.002
19810911 0.002 0.002
19810912 0.003 0.002
19810913 0.003 0.002
19810914 0.003 0.002
19810915 0.002 0.002
19810916 0.003 0.002
19810917 0.003 0.002
19810918 0.002 0.002
19810919 0.003 0.002
19810920 0.003 0.002
