date        P    ETpot  Q
2010012609  0.00 0.0636 0.0199
2010012610  0.00 0.0884 0.0194
2010012611  0.00 0.0977 0.0194
2010012612  0.00 0.0915 0.0194
2010012613  0.00 0.0698 0.0194
2010012614  0.00 0.0426 0.0194
2010012615  0.00 0.0116 0.0199
2010012616  0.00 0.0000 0.0199
2010012617  0.00 0.0000 0.0199
2010012618  0.00 0.0000 0.0199
2010012619  0.00 0.0000 0.0199
2010012620  0.00 0.0000 0.0194
2010012621  0.00 0.0000 0.0192
2010012622  0.00 0.0000 0.0188
2010012623  0.00 0.0000 0.0187
2010012700  0.00 0.0000 0.0183
2010012701  0.00 0.0000 0.0183
2010012702  0.00 0.0000 0.0177
2010012703  0.00 0.0000 0.0177
2010012704  0.00 0.0000 0.0177
2010012705  0.00 0.0000 0.0177
2010012706  0.00 0.0000 0.0177
2010012707  0.00 0.0017 0.0177
2010012708  0.00 0.0155 0.0177
2010012709  0.00 0.0343 0.0177
2010012710  0.00 0.0403 0.0177
2010012711  0.00 0.0386 0.0177
2010012712  0.00 0.0292 0.0177
2010012713  0.00 0.0258 0.0181
2010012714  0.00 0.0120 0.0187
2010012715  0.20 0.0026 0.0192
2010012716  0.00 0.0000 0.0194
2010012717  0.00 0.0000 0.0199
2010012718  0.10 0.0000 0.0204
2010012719  0.90 0.0000 0.0205
2010012720  0.80 0.0000 0.0205
2010012721  0.10 0.0000 0.0206
2010012722  0.10 0.0000 0.0212
2010012723  0.00 0.0000 0.0217
2010012800  0.20 0.0000 0.0231
2010012801  0.00 0.0000 0.0248
2010012802  0.00 0.0000 0.0262
2010012803  0.00 0.0000 0.0270
2010012804  0.00 0.0000 0.0276
2010012805  0.00 0.0000 0.0274
2010012806  0.00 0.0000 0.0271
2010012807  0.50 0.0021 0.0271
2010012808  0.10 0.0114 0.0267
2010012809  0.00 0.0372 0.0266
2010012810  0.00 0.0672 0.0266
2010012811  0.00 0.0579 0.0271
2010012812  2.20 0.0176 0.0280
